,feature1,feature2,class
0,0.22201370620626315,0.5402065352570864,0
1,1.3474387531690306,1.4128235208269295,0
2,0.5372381711316694,0.3727304301773564,0
3,2.1344617931284047,1.404818674702732,0
4,2.315827177411564,1.3568579843720132,0
5,1.2050427542846145,0.7809605251516626,0
6,-0.560842272005551,0.06369405211216317,0
7,1.2755908381294296,1.3669605281565984,0
8,0.6152849436217722,0.9711851093067433,0
9,0.5017241457404443,0.8799990706414537,0
10,1.1926166214868898,0.7497841131084579,0
11,1.1782301992099025,1.1673142327377182,0
12,0.0879295221328763,0.7367226823796567,0
13,1.5122152249962633,1.1404059543457363,0
14,1.905543425803083,1.4519055083668788,0
15,1.576349836930886,1.013981886914679,0
16,2.095958843522187,1.529738130263377,0
17,0.12478112823731724,0.38678902709941365,0
18,1.0402318925530207,1.2217985590928737,0
19,0.025870323717759103,0.27182203314695164,0
20,-0.15345347397568787,0.11498747442077273,0
21,-0.6519203224384418,0.2308226239711928,0
22,0.8635103158745154,1.3747525256257078,0
23,1.9185471939549499,1.2168532134181826,0
24,0.4475249098174632,0.7169394638174408,0
25,0.36675493755794575,0.2640409782808867,0
26,0.2587960985381703,0.5400461727318023,0
27,0.49016031785708547,0.7845429949359273,0
28,0.4749107287384664,1.1348970241074388,0
29,0.8348253133686134,0.8017767394796651,0
30,1.2589557152903632,0.7781537023918501,0
31,1.897013259603313,1.7189300416112414,0
32,-1.237926786255057,0.1485847820533679,0
33,0.46626675665937445,0.7896569459911578,0
34,0.42358209579761796,0.8207143761596007,0
35,1.4075771241133008,1.2818969975224213,0
36,-0.9359198964742312,0.20854719677722477,0
37,0.8955450731422413,0.8022425193449609,0
38,1.513791305837024,1.1903076693990944,0
39,2.1657255857748554,1.619334704160656,0
40,1.8046526810231125,1.6754415920737333,0
41,1.797372137266826,1.6828581733621688,0
42,0.6682262822890397,0.6344547651134717,0
43,-0.3179563564358987,0.4619848482978439,0
44,-0.12777994646256907,0.7951518145861809,0
45,2.459169479721921,1.5087958274257212,0
46,1.1579820214188932,1.1191259908385054,0
47,1.2582270709022114,1.2450627113121586,0
48,1.176039469925955,1.3916165794557551,0
49,0.9511124417718725,0.33971195675067245,0
50,-0.46000820633016826,0.29338040520060216,0
51,-0.027345214763507597,0.8604745238785749,0
52,0.9939621426463938,1.1993426653145427,0
53,0.7936887533662849,0.5696293172150976,0
54,2.2450905126504646,1.4431058857384764,0
55,2.196924776611967,1.6762210605471781,0
56,-0.6118643419242735,0.07391083781613106,0
57,-0.30951835071573774,0.4411167245994577,0
58,0.8628013266350738,1.1269411917737686,0
59,0.9583939094590079,0.4099365530125997,0
60,1.3957750269122302,1.0286133391573553,0
61,2.336207395417639,1.0514744600256973,0
62,1.116297069708617,1.0220129117336807,0
63,1.1109036514068071,0.9454620220174652,0
64,1.047989407671707,0.8118090850952817,0
65,0.7092875162358161,0.9177791576190998,0
66,1.7889677803042994,1.6397522229968398,0
67,0.45812875036433287,1.0044259119691956,0
68,0.6816947779528258,1.0777943961930152,0
69,0.8104041990065141,1.0320718085185947,0
70,1.1786216166172157,0.8582021765107153,0
71,0.9866438051809279,0.7214910170671429,0
72,2.402619060366891,1.5336163260336053,0
73,1.0048621151381987,1.0931968266979841,0
74,2.0109149128130013,1.2684307495302367,0
75,2.5464462866449917,1.8598610787257635,0
76,-0.15904197889462646,0.5323489591382848,0
77,1.768840695421366,0.9484468978638905,0
78,-0.1333957735516227,0.5827247507864464,0
79,1.8994133154269535,1.3943947110239796,0
80,2.3640393633966266,1.0822067118381158,0
81,2.123202220924751,1.5784307415437788,0
82,1.3832010973287814,1.1586446427448769,0
83,1.9840023768351678,1.7037037785488822,0
84,0.7037420505999357,0.648339322994562,0
85,-0.4684045411683355,0.45137300964783933,0
86,-0.6015538023800799,0.4282064750785177,0
87,0.5894237207148028,1.0001614895881663,0
88,-0.2742884308740754,0.5698365518881956,0
89,0.3762212430350791,0.7068648785630108,0
90,2.7234083988969524,2.229723236263373,0
91,0.4303903158430262,0.2367338656132727,0
92,0.12868680306788916,0.3316155601620592,0
93,0.9124637074081015,1.3460094594009515,0
94,1.296137259792295,1.215809850255121,0
95,2.4471162882144752,1.8849434110676324,0
96,0.5060412890397319,0.7303849224788024,0
97,1.987036891368191,1.4462604671879637,0
98,0.9306263784402894,0.5852274549070045,0
99,1.6493687883802546,1.6097908046797673,0
100,0.3426956844066369,1.0630331439660679,0
101,3.622259864772519,2.1975627030933014,0
102,-0.43183189984513115,0.6682201668361254,0
103,-0.5442283891055879,0.19544827085061078,0
104,0.5945104408988185,0.5971966095266501,0
105,0.723745822824108,1.4577272396730523,0
106,-0.2731267961240986,0.4976357326199802,0
107,0.945032370192674,1.440566122271957,0
